instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இன்று வெளி மாநிலத்தவர்களுக்கு முன்னுரிமை. முதலாளிகளின் மனநிலையில் தொழிலாளர்கள் எப்போதுமே ஒரேமாதிரிதான். ,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நம்மள முட்டாளாய் கிட்டே நம்முடைய பாரம்பரிய பொருள் எல்லாம் எடுத்துவிட்டு ஆரம்பிச்சிட்டாங்க பார்ப்பேன் வெளிநாட்டுக்காரங்க விக்கிறாங்க,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,௮ய்யோ சாமி இந்த ஆளு தொல்லை தாங்க முடியலைடா ஒரு ௭லவும் தெரியலை வரலாறே தெரியலை படிச்சு இருந்தா தெரியும் இந்தா ஆளு யாரோ சொல்லி வச்சு பேசுறதே வேலை ௮துதான் ௨ண்மை 10 நூற்றாண்டின் பதிவேட்டில் இவுங்க வரவே இல்லை மருது சகதோரர்கள் வந்த பாறகே இவர்கள் பதிவு வந்ததே,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,டேய் பைத்தியக்கார ஊடகங்களா ஹோலி பண்டிகை கொண்டாட ஊருக்கு போறான்டா 😂😂,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,அவர்கள் வருவது ஆபத்துதான் முதலில் தமிழன் வேலைக்கு வரசொல்லுங்க பாதி பேர் போதையில் அலையுறான் பாதி பேர் எனக்கு சம்பளம் அதிகமா இருந்தான் வேலைபார்ப்பேன் இல்லைனா சும்மாவே இருப்பேன் என்று சோம்பேறியாகவே இருக்கிறான்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,ஆந்திராவில் தமிழ் மக்களை அடிக்கும்போது எங்க போனீங்க வயிற்றுக்கு உணவு தான்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,பிராமணர்கள்  அனைவருமே தவறானவர்கள் என்பதல்ல சனாதனத்தை ஏற்பவர்கள் பார்ப்பனீயத்தை ஆதரிப்பவர்கள் அவர்களை தான் எதிர்க்கிறோம். ,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Anchor innum konjam nalla interview eduthu irukalam,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தந்தி செய்தி அருமை தான் இதில் வரும் கோடி கணக்கு விளம்பரம் பார்கும் போது  சரியான  கோபம் வருது  அதனாலே  இந்த தந்தி விட்டு  போகின்றேன் தந்தி,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @comments_videos   mudhalaiyar in FC also.. did ur crypto DK tell u only brahmin are FC..,1
